"","id","itemTime","trialnumber","kind","expression","access","observation","state","RT","value"
"672","A2147KME78AK6Y:3U0SRXB7CEDXO0KC5JXKYDUBTATNR8",1480376470649,24,"f","is likely",NA,NA,6,2602,NA
"673","A27O2IILV3S5YS:39JEC7537V96Q342PDTGJZP2FCSVCR",1480370878569,1,"c","is likely",7,6,NA,6526,76
"674","A27O2IILV3S5YS:39JEC7537V96Q342PDTGJZP2FCSVCR",1480370891879,2,"f","is_certainly likely",NA,NA,6,13305,NA
"675","A27O2IILV3S5YS:39JEC7537V96Q342PDTGJZP2FCSVCR",1480370896956,3,"c","might_be likely",5,3,NA,5074,53
"676","A27O2IILV3S5YS:39JEC7537V96Q342PDTGJZP2FCSVCR",1480370906348,4,"f","might_be likely",NA,NA,4,9389,NA
"677","A27O2IILV3S5YS:39JEC7537V96Q342PDTGJZP2FCSVCR",1480370911672,5,"c","is_probably unlikely",1,1,NA,5321,11
"678","A27O2IILV3S5YS:39JEC7537V96Q342PDTGJZP2FCSVCR",1480370922365,6,"f","might_be possible",NA,NA,6,10689,NA
"679","A27O2IILV3S5YS:39JEC7537V96Q342PDTGJZP2FCSVCR",1480370928364,7,"c","is possible",7,6,NA,5997,76
"680","A27O2IILV3S5YS:39JEC7537V96Q342PDTGJZP2FCSVCR",1480370932667,8,"f","is_probably possible",NA,NA,7,4299,NA
"681","A27O2IILV3S5YS:39JEC7537V96Q342PDTGJZP2FCSVCR",1480370936837,9,"c","is_probably possible",7,7,NA,4167,77
"682","A27O2IILV3S5YS:39JEC7537V96Q342PDTGJZP2FCSVCR",1480370949870,10,"f","is_certainly unlikely",NA,NA,1,13029,NA
"683","A27O2IILV3S5YS:39JEC7537V96Q342PDTGJZP2FCSVCR",1480370956317,11,"c","is unlikely",1,1,NA,6442,11
"684","A27O2IILV3S5YS:39JEC7537V96Q342PDTGJZP2FCSVCR",1480370959740,12,"f","might_be unlikely",NA,NA,3,3420,NA
"685","A27O2IILV3S5YS:39JEC7537V96Q342PDTGJZP2FCSVCR",1480370965975,13,"c","might_be unlikely",2,2,NA,6231,22
"686","A27O2IILV3S5YS:39JEC7537V96Q342PDTGJZP2FCSVCR",1480370970026,14,"f","is_probably likely",NA,NA,6,4047,NA
"687","A27O2IILV3S5YS:39JEC7537V96Q342PDTGJZP2FCSVCR",1480370974259,15,"c","might_be possible",6,6,NA,4230,66
"688","A27O2IILV3S5YS:39JEC7537V96Q342PDTGJZP2FCSVCR",1480370983122,16,"f","is unlikely",NA,NA,2,8861,NA
"689","A27O2IILV3S5YS:39JEC7537V96Q342PDTGJZP2FCSVCR",1480370989890,17,"c","is_certainly possible",6,5,NA,6765,65
"690","A27O2IILV3S5YS:39JEC7537V96Q342PDTGJZP2FCSVCR",1480370993618,18,"f","is possible",NA,NA,6,3725,NA
"691","A27O2IILV3S5YS:39JEC7537V96Q342PDTGJZP2FCSVCR",1480370998505,19,"c","is_certainly likely",6,6,NA,4884,66
"692","A27O2IILV3S5YS:39JEC7537V96Q342PDTGJZP2FCSVCR",1480371002222,20,"f","is_certainly possible",NA,NA,7,3715,NA
"693","A27O2IILV3S5YS:39JEC7537V96Q342PDTGJZP2FCSVCR",1480371006726,21,"c","is_certainly unlikely",6,6,NA,4501,66
"694","A27O2IILV3S5YS:39JEC7537V96Q342PDTGJZP2FCSVCR",1480371010136,22,"f","is likely",NA,NA,8,3407,NA
"695","A27O2IILV3S5YS:39JEC7537V96Q342PDTGJZP2FCSVCR",1480371013800,23,"c","is_probably likely",8,8,NA,3658,88
"696","A27O2IILV3S5YS:39JEC7537V96Q342PDTGJZP2FCSVCR",1480371016913,24,"f","is_probably unlikely",NA,NA,2,3111,NA
"697","A2C7TMRC2QHTIW:3WT783CTPCPRHP6WKW2GINVVCKCBC1",1480370777663,1,"c","might_be likely",5,3,NA,14363,53
"698","A2C7TMRC2QHTIW:3WT783CTPCPRHP6WKW2GINVVCKCBC1",1480370786729,2,"f","is_probably possible",NA,NA,7,9060,NA
"699","A2C7TMRC2QHTIW:3WT783CTPCPRHP6WKW2GINVVCKCBC1",1480370793976,3,"c","is unlikely",8,1,NA,7246,81
"700","A2C7TMRC2QHTIW:3WT783CTPCPRHP6WKW2GINVVCKCBC1",1480370800165,4,"f","is_certainly unlikely",NA,NA,2,6187,NA
"701","A2C7TMRC2QHTIW:3WT783CTPCPRHP6WKW2GINVVCKCBC1",1480370815895,5,"c","is_probably possible",8,6,NA,15728,86
"702","A2C7TMRC2QHTIW:3WT783CTPCPRHP6WKW2GINVVCKCBC1",1480370819888,6,"f","is_probably unlikely",NA,NA,7,3991,NA
"703","A2C7TMRC2QHTIW:3WT783CTPCPRHP6WKW2GINVVCKCBC1",1480370827295,7,"c","is_probably likely",8,6,NA,7404,86
"704","A2C7TMRC2QHTIW:3WT783CTPCPRHP6WKW2GINVVCKCBC1",1480370829464,8,"f","is_probably likely",NA,NA,7,2168,NA
"705","A2C7TMRC2QHTIW:3WT783CTPCPRHP6WKW2GINVVCKCBC1",1480370837728,9,"c","is possible",4,2,NA,8262,42
"706","A2C7TMRC2QHTIW:3WT783CTPCPRHP6WKW2GINVVCKCBC1",1480370840065,10,"f","is_certainly possible",NA,NA,5,2336,NA
"707","A2C7TMRC2QHTIW:3WT783CTPCPRHP6WKW2GINVVCKCBC1",1480370848574,11,"c","is_probably unlikely",8,2,NA,8507,82
"708","A2C7TMRC2QHTIW:3WT783CTPCPRHP6WKW2GINVVCKCBC1",1480370851030,12,"f","might_be likely",NA,NA,3,2455,NA
"709","A2C7TMRC2QHTIW:3WT783CTPCPRHP6WKW2GINVVCKCBC1",1480370863330,13,"c","might_be possible",4,2,NA,12298,42
"710","A2C7TMRC2QHTIW:3WT783CTPCPRHP6WKW2GINVVCKCBC1",1480370864952,14,"f","is possible",NA,NA,5,1620,NA
"711","A2C7TMRC2QHTIW:3WT783CTPCPRHP6WKW2GINVVCKCBC1",1480370875342,15,"c","is likely",8,7,NA,10388,87
"712","A2C7TMRC2QHTIW:3WT783CTPCPRHP6WKW2GINVVCKCBC1",1480370877455,16,"f","is unlikely",NA,NA,8,2111,NA
"713","A2C7TMRC2QHTIW:3WT783CTPCPRHP6WKW2GINVVCKCBC1",1480370886336,17,"c","is_certainly likely",9,8,NA,8879,98
"714","A2C7TMRC2QHTIW:3WT783CTPCPRHP6WKW2GINVVCKCBC1",1480370888444,18,"f","is_certainly likely",NA,NA,9,2107,NA
"715","A2C7TMRC2QHTIW:3WT783CTPCPRHP6WKW2GINVVCKCBC1",1480370897585,19,"c","might_be unlikely",6,1,NA,9140,61
"716","A2C7TMRC2QHTIW:3WT783CTPCPRHP6WKW2GINVVCKCBC1",1480370900040,20,"f","is likely",NA,NA,2,2453,NA
"717","A2C7TMRC2QHTIW:3WT783CTPCPRHP6WKW2GINVVCKCBC1",1480370905066,21,"c","is_certainly unlikely",10,0,NA,5024,100
"718","A2C7TMRC2QHTIW:3WT783CTPCPRHP6WKW2GINVVCKCBC1",1480370907152,22,"f","might_be possible",NA,NA,0,2085,NA
"719","A2C7TMRC2QHTIW:3WT783CTPCPRHP6WKW2GINVVCKCBC1",1480370913605,23,"c","is_certainly possible",10,9,NA,6451,109
"720","A2C7TMRC2QHTIW:3WT783CTPCPRHP6WKW2GINVVCKCBC1",1480370916988,24,"f","might_be unlikely",NA,NA,9,3382,NA
"721","A2GTJ0BD4CG1A2:3K9FOBBF2IRML2PZ0Z0OC1LCNI4NLI",1480371374962,1,"c","is_probably possible",4,2,NA,23244,42
"722","A2GTJ0BD4CG1A2:3K9FOBBF2IRML2PZ0Z0OC1LCNI4NLI",1480371388757,2,"f","might_be possible",NA,NA,6,13783,NA
"723","A2GTJ0BD4CG1A2:3K9FOBBF2IRML2PZ0Z0OC1LCNI4NLI",1480371402125,3,"c","is_probably likely",5,4,NA,13360,54
"724","A2GTJ0BD4CG1A2:3K9FOBBF2IRML2PZ0Z0OC1LCNI4NLI",1480371414271,4,"f","is likely",NA,NA,8,12143,NA
"725","A2GTJ0BD4CG1A2:3K9FOBBF2IRML2PZ0Z0OC1LCNI4NLI",1480371434737,5,"c","is_probably unlikely",7,2,NA,20462,72
"726","A2GTJ0BD4CG1A2:3K9FOBBF2IRML2PZ0Z0OC1LCNI4NLI",1480371443735,6,"f","is_probably possible",NA,NA,6,8986,NA
"727","A2GTJ0BD4CG1A2:3K9FOBBF2IRML2PZ0Z0OC1LCNI4NLI",1480371455023,7,"c","is_certainly likely",5,5,NA,11279,55
"728","A2GTJ0BD4CG1A2:3K9FOBBF2IRML2PZ0Z0OC1LCNI4NLI",1480371464260,8,"f","is_certainly unlikely",NA,NA,1,9229,NA
"729","A2GTJ0BD4CG1A2:3K9FOBBF2IRML2PZ0Z0OC1LCNI4NLI",1480371473516,9,"c","is_certainly possible",4,2,NA,9250,42
"730","A2GTJ0BD4CG1A2:3K9FOBBF2IRML2PZ0Z0OC1LCNI4NLI",1480371480600,10,"f","might_be likely",NA,NA,5,7079,NA
"731","A2GTJ0BD4CG1A2:3K9FOBBF2IRML2PZ0Z0OC1LCNI4NLI",1480371489576,11,"c","is likely",5,5,NA,8965,55
"732","A2GTJ0BD4CG1A2:3K9FOBBF2IRML2PZ0Z0OC1LCNI4NLI",1480371494549,12,"f","is_certainly possible",NA,NA,5,4964,NA
"733","A2GTJ0BD4CG1A2:3K9FOBBF2IRML2PZ0Z0OC1LCNI4NLI",1480371502172,13,"c","might_be possible",4,2,NA,7620,42
"734","A2GTJ0BD4CG1A2:3K9FOBBF2IRML2PZ0Z0OC1LCNI4NLI",1480371505899,14,"f","might_be unlikely",NA,NA,4,3724,NA
"735","A2GTJ0BD4CG1A2:3K9FOBBF2IRML2PZ0Z0OC1LCNI4NLI",1480371519184,15,"c","is_certainly unlikely",7,2,NA,13280,72
"736","A2GTJ0BD4CG1A2:3K9FOBBF2IRML2PZ0Z0OC1LCNI4NLI",1480371523353,16,"f","is possible",NA,NA,5,4159,NA
"737","A2GTJ0BD4CG1A2:3K9FOBBF2IRML2PZ0Z0OC1LCNI4NLI",1480371534440,17,"c","is unlikely",5,1,NA,11079,51
"738","A2GTJ0BD4CG1A2:3K9FOBBF2IRML2PZ0Z0OC1LCNI4NLI",1480371545666,18,"f","is_probably unlikely",NA,NA,3,11220,NA
"739","A2GTJ0BD4CG1A2:3K9FOBBF2IRML2PZ0Z0OC1LCNI4NLI",1480371554329,19,"c","might_be unlikely",6,2,NA,8658,62
"740","A2GTJ0BD4CG1A2:3K9FOBBF2IRML2PZ0Z0OC1LCNI4NLI",1480371560051,20,"f","is_probably likely",NA,NA,7,5719,NA
"741","A2GTJ0BD4CG1A2:3K9FOBBF2IRML2PZ0Z0OC1LCNI4NLI",1480371568960,21,"c","is possible",6,3,NA,8905,63
"742","A2GTJ0BD4CG1A2:3K9FOBBF2IRML2PZ0Z0OC1LCNI4NLI",1480371576030,22,"f","is unlikely",NA,NA,2,7064,NA
"743","A2GTJ0BD4CG1A2:3K9FOBBF2IRML2PZ0Z0OC1LCNI4NLI",1480371582089,23,"c","might_be likely",4,2,NA,6054,42
"744","A2GTJ0BD4CG1A2:3K9FOBBF2IRML2PZ0Z0OC1LCNI4NLI",1480371587388,24,"f","is_certainly likely",NA,NA,9,5296,NA
"745","A2ORPKVJKI0EIO:3EWIJTFFVPF5U0N0I7BMOUZF6SSE0B",1480453431778,1,"c","is_probably possible",5,3,NA,15748,53
"746","A2ORPKVJKI0EIO:3EWIJTFFVPF5U0N0I7BMOUZF6SSE0B",1480453437759,2,"f","is_probably possible",NA,NA,7,5980,NA
"747","A2ORPKVJKI0EIO:3EWIJTFFVPF5U0N0I7BMOUZF6SSE0B",1480453447483,3,"c","is possible",2,1,NA,9723,21
"748","A2ORPKVJKI0EIO:3EWIJTFFVPF5U0N0I7BMOUZF6SSE0B",1480453453650,4,"f","is_certainly unlikely",NA,NA,0,6166,NA
"749","A2ORPKVJKI0EIO:3EWIJTFFVPF5U0N0I7BMOUZF6SSE0B",1480453469773,5,"c","might_be likely",5,2,NA,16122,52
"750","A2ORPKVJKI0EIO:3EWIJTFFVPF5U0N0I7BMOUZF6SSE0B",1480453475288,6,"f","is_certainly likely",NA,NA,2,5514,NA
"751","A2ORPKVJKI0EIO:3EWIJTFFVPF5U0N0I7BMOUZF6SSE0B",1480453483669,7,"c","is likely",10,10,NA,8380,1010
"752","A2ORPKVJKI0EIO:3EWIJTFFVPF5U0N0I7BMOUZF6SSE0B",1480453485858,8,"f","is_probably unlikely",NA,NA,10,2188,NA
"753","A2ORPKVJKI0EIO:3EWIJTFFVPF5U0N0I7BMOUZF6SSE0B",1480453491890,9,"c","is_certainly possible",6,3,NA,6031,63
"754","A2ORPKVJKI0EIO:3EWIJTFFVPF5U0N0I7BMOUZF6SSE0B",1480453499261,10,"f","might_be unlikely",NA,NA,5,7370,NA
"755","A2ORPKVJKI0EIO:3EWIJTFFVPF5U0N0I7BMOUZF6SSE0B",1480453506836,11,"c","might_be unlikely",2,0,NA,7574,20
"756","A2ORPKVJKI0EIO:3EWIJTFFVPF5U0N0I7BMOUZF6SSE0B",1480453509243,12,"f","might_be likely",NA,NA,0,2406,NA
"757","A2ORPKVJKI0EIO:3EWIJTFFVPF5U0N0I7BMOUZF6SSE0B",1480453515066,13,"c","is_certainly unlikely",10,0,NA,5822,100
"758","A2ORPKVJKI0EIO:3EWIJTFFVPF5U0N0I7BMOUZF6SSE0B",1480453517905,14,"f","might_be possible",NA,NA,0,2838,NA
"759","A2ORPKVJKI0EIO:3EWIJTFFVPF5U0N0I7BMOUZF6SSE0B",1480453527359,15,"c","is_probably likely",8,6,NA,9453,86
"760","A2ORPKVJKI0EIO:3EWIJTFFVPF5U0N0I7BMOUZF6SSE0B",1480453536082,16,"f","is possible",NA,NA,8,8722,NA
"761","A2ORPKVJKI0EIO:3EWIJTFFVPF5U0N0I7BMOUZF6SSE0B",1480453547201,17,"c","is unlikely",9,1,NA,11119,91
"762","A2ORPKVJKI0EIO:3EWIJTFFVPF5U0N0I7BMOUZF6SSE0B",1480453556121,18,"f","is_certainly possible",NA,NA,8,8919,NA
"763","A2ORPKVJKI0EIO:3EWIJTFFVPF5U0N0I7BMOUZF6SSE0B",1480453564554,19,"c","is_certainly likely",10,9,NA,8432,109
"764","A2ORPKVJKI0EIO:3EWIJTFFVPF5U0N0I7BMOUZF6SSE0B",1480453568918,20,"f","is likely",NA,NA,8,4363,NA
"765","A2ORPKVJKI0EIO:3EWIJTFFVPF5U0N0I7BMOUZF6SSE0B",1480453576776,21,"c","might_be possible",6,2,NA,7857,62
"766","A2ORPKVJKI0EIO:3EWIJTFFVPF5U0N0I7BMOUZF6SSE0B",1480453580792,22,"f","is_probably likely",NA,NA,6,4015,NA
"767","A2ORPKVJKI0EIO:3EWIJTFFVPF5U0N0I7BMOUZF6SSE0B",1480453586602,23,"c","is_probably unlikely",2,0,NA,5810,20
"768","A2ORPKVJKI0EIO:3EWIJTFFVPF5U0N0I7BMOUZF6SSE0B",1480453591060,24,"f","is unlikely",NA,NA,1,4457,NA
"769","A2P065E9CYMYJL:33CID571051FHYWPIGG93NN6I1DL30",1480371173336,1,"c","might_be unlikely",7,6,NA,12473,76
"770","A2P065E9CYMYJL:33CID571051FHYWPIGG93NN6I1DL30",1480371180447,2,"f","is_probably unlikely",NA,NA,3,7103,NA
"771","A2P065E9CYMYJL:33CID571051FHYWPIGG93NN6I1DL30",1480371187404,3,"c","is_certainly likely",7,5,NA,6948,75
"772","A2P065E9CYMYJL:33CID571051FHYWPIGG93NN6I1DL30",1480371192205,4,"f","might_be unlikely",NA,NA,2,4793,NA
"773","A2P065E9CYMYJL:33CID571051FHYWPIGG93NN6I1DL30",1480371199030,5,"c","is unlikely",6,1,NA,6819,61
"774","A2P065E9CYMYJL:33CID571051FHYWPIGG93NN6I1DL30",1480371202866,6,"f","might_be possible",NA,NA,5,3829,NA
"775","A2P065E9CYMYJL:33CID571051FHYWPIGG93NN6I1DL30",1480371209071,7,"c","is likely",7,4,NA,6197,74
"776","A2P065E9CYMYJL:33CID571051FHYWPIGG93NN6I1DL30",1480371214659,8,"f","is likely",NA,NA,7,5582,NA
"777","A2P065E9CYMYJL:33CID571051FHYWPIGG93NN6I1DL30",1480371220226,9,"c","is_certainly possible",5,2,NA,5562,52
"778","A2P065E9CYMYJL:33CID571051FHYWPIGG93NN6I1DL30",1480371223757,10,"f","is_certainly possible",NA,NA,5,3525,NA
"779","A2P065E9CYMYJL:33CID571051FHYWPIGG93NN6I1DL30",1480371228937,11,"c","is_probably possible",5,2,NA,5177,52
"780","A2P065E9CYMYJL:33CID571051FHYWPIGG93NN6I1DL30",1480371233761,12,"f","is_probably likely",NA,NA,8,4819,NA
"781","A2P065E9CYMYJL:33CID571051FHYWPIGG93NN6I1DL30",1480371238378,13,"c","is_probably likely",8,5,NA,4610,85
"782","A2P065E9CYMYJL:33CID571051FHYWPIGG93NN6I1DL30",1480371242400,14,"f","is_certainly unlikely",NA,NA,1,4013,NA
"783","A2P065E9CYMYJL:33CID571051FHYWPIGG93NN6I1DL30",1480371246265,15,"c","might_be possible",4,1,NA,3859,41
"784","A2P065E9CYMYJL:33CID571051FHYWPIGG93NN6I1DL30",1480371251863,16,"f","is_probably possible",NA,NA,3,5591,NA
"785","A2P065E9CYMYJL:33CID571051FHYWPIGG93NN6I1DL30",1480371256533,17,"c","is_certainly unlikely",8,2,NA,4665,82
"786","A2P065E9CYMYJL:33CID571051FHYWPIGG93NN6I1DL30",1480371263942,18,"f","might_be likely",NA,NA,5,7403,NA
"787","A2P065E9CYMYJL:33CID571051FHYWPIGG93NN6I1DL30",1480371266975,19,"c","is possible",5,2,NA,3026,52
"788","A2P065E9CYMYJL:33CID571051FHYWPIGG93NN6I1DL30",1480371274846,20,"f","is possible",NA,NA,3,7866,NA
"789","A2P065E9CYMYJL:33CID571051FHYWPIGG93NN6I1DL30",1480371278937,21,"c","might_be likely",5,1,NA,4085,51
"790","A2P065E9CYMYJL:33CID571051FHYWPIGG93NN6I1DL30",1480371283647,22,"f","is_certainly likely",NA,NA,5,4705,NA
"791","A2P065E9CYMYJL:33CID571051FHYWPIGG93NN6I1DL30",1480371287012,23,"c","is_probably unlikely",5,2,NA,3361,52
"792","A2P065E9CYMYJL:33CID571051FHYWPIGG93NN6I1DL30",1480371291864,24,"f","is unlikely",NA,NA,1,4848,NA
"793","A2UFV76N5JJXIN:3QXNC7EIPJ3OZ4WJAWV0WGY4FVC90W",1480370053539,1,"c","is_certainly unlikely",7,6,NA,36065,76
"794","A2UFV76N5JJXIN:3QXNC7EIPJ3OZ4WJAWV0WGY4FVC90W",1480370058152,2,"f","is_probably unlikely",NA,NA,6,4610,NA
"795","A2UFV76N5JJXIN:3QXNC7EIPJ3OZ4WJAWV0WGY4FVC90W",1480370072000,3,"c","is_certainly likely",4,1,NA,13844,41
"796","A2UFV76N5JJXIN:3QXNC7EIPJ3OZ4WJAWV0WGY4FVC90W",1480370127600,4,"f","is_certainly unlikely",NA,NA,4,55598,NA
"797","A2UFV76N5JJXIN:3QXNC7EIPJ3OZ4WJAWV0WGY4FVC90W",1480370130610,5,"c","is_certainly possible",6,4,NA,3006,64
"798","A2UFV76N5JJXIN:3QXNC7EIPJ3OZ4WJAWV0WGY4FVC90W",1480370133384,6,"f","is unlikely",NA,NA,4,2771,NA
"799","A2UFV76N5JJXIN:3QXNC7EIPJ3OZ4WJAWV0WGY4FVC90W",1480370136184,7,"c","might_be unlikely",7,6,NA,2797,76
"800","A2UFV76N5JJXIN:3QXNC7EIPJ3OZ4WJAWV0WGY4FVC90W",1480370139126,8,"f","is_certainly possible",NA,NA,6,2940,NA
"801","A2UFV76N5JJXIN:3QXNC7EIPJ3OZ4WJAWV0WGY4FVC90W",1480370143836,9,"c","is_probably possible",6,5,NA,4707,65
"802","A2UFV76N5JJXIN:3QXNC7EIPJ3OZ4WJAWV0WGY4FVC90W",1480370146864,10,"f","is_probably possible",NA,NA,6,3025,NA
"803","A2UFV76N5JJXIN:3QXNC7EIPJ3OZ4WJAWV0WGY4FVC90W",1480370150829,11,"c","might_be likely",6,5,NA,3963,65
"804","A2UFV76N5JJXIN:3QXNC7EIPJ3OZ4WJAWV0WGY4FVC90W",1480370160293,12,"f","might_be unlikely",NA,NA,5,9460,NA
"805","A2UFV76N5JJXIN:3QXNC7EIPJ3OZ4WJAWV0WGY4FVC90W",1480370164547,13,"c","might_be possible",6,4,NA,4252,64
"806","A2UFV76N5JJXIN:3QXNC7EIPJ3OZ4WJAWV0WGY4FVC90W",1480370167595,14,"f","might_be likely",NA,NA,6,3046,NA
"807","A2UFV76N5JJXIN:3QXNC7EIPJ3OZ4WJAWV0WGY4FVC90W",1480370173586,15,"c","is_probably unlikely",4,2,NA,5989,42
"808","A2UFV76N5JJXIN:3QXNC7EIPJ3OZ4WJAWV0WGY4FVC90W",1480370176746,16,"f","is possible",NA,NA,6,3158,NA
"809","A2UFV76N5JJXIN:3QXNC7EIPJ3OZ4WJAWV0WGY4FVC90W",1480370182276,17,"c","is possible",4,3,NA,5527,43
"810","A2UFV76N5JJXIN:3QXNC7EIPJ3OZ4WJAWV0WGY4FVC90W",1480370185284,18,"f","might_be possible",NA,NA,6,3005,NA
"811","A2UFV76N5JJXIN:3QXNC7EIPJ3OZ4WJAWV0WGY4FVC90W",1480370189738,19,"c","is_probably likely",7,5,NA,4451,75
"812","A2UFV76N5JJXIN:3QXNC7EIPJ3OZ4WJAWV0WGY4FVC90W",1480370193457,20,"f","is_certainly likely",NA,NA,7,3717,NA
"813","A2UFV76N5JJXIN:3QXNC7EIPJ3OZ4WJAWV0WGY4FVC90W",1480370198170,21,"c","is unlikely",6,4,NA,4711,64
"814","A2UFV76N5JJXIN:3QXNC7EIPJ3OZ4WJAWV0WGY4FVC90W",1480370203779,22,"f","is_probably likely",NA,NA,6,5607,NA
"815","A2UFV76N5JJXIN:3QXNC7EIPJ3OZ4WJAWV0WGY4FVC90W",1480370207563,23,"c","is likely",6,5,NA,3781,65
"816","A2UFV76N5JJXIN:3QXNC7EIPJ3OZ4WJAWV0WGY4FVC90W",1480370210175,24,"f","is likely",NA,NA,6,2609,NA
"817","A313JEGCVV2UES:3IXQG4FA2U6PJRZT8CSPGXUN6Z9B9K",1480370228838,1,"c","is_probably possible",2,1,NA,18362,21
"818","A313JEGCVV2UES:3IXQG4FA2U6PJRZT8CSPGXUN6Z9B9K",1480370255637,2,"f","is_certainly likely",NA,NA,8,26789,NA
"819","A313JEGCVV2UES:3IXQG4FA2U6PJRZT8CSPGXUN6Z9B9K",1480370272149,3,"c","might_be likely",6,4,NA,16509,64
"820","A313JEGCVV2UES:3IXQG4FA2U6PJRZT8CSPGXUN6Z9B9K",1480370280422,4,"f","is_probably likely",NA,NA,6,8271,NA
"821","A313JEGCVV2UES:3IXQG4FA2U6PJRZT8CSPGXUN6Z9B9K",1480370290750,5,"c","is unlikely",6,2,NA,10326,62
"822","A313JEGCVV2UES:3IXQG4FA2U6PJRZT8CSPGXUN6Z9B9K",1480370298015,6,"f","is possible",NA,NA,5,7262,NA
"823","A313JEGCVV2UES:3IXQG4FA2U6PJRZT8CSPGXUN6Z9B9K",1480370316608,7,"c","might_be possible",6,3,NA,18586,63
"824","A313JEGCVV2UES:3IXQG4FA2U6PJRZT8CSPGXUN6Z9B9K",1480370323190,8,"f","is likely",NA,NA,6,6574,NA
"825","A313JEGCVV2UES:3IXQG4FA2U6PJRZT8CSPGXUN6Z9B9K",1480370334375,9,"c","is_certainly unlikely",6,1,NA,11183,61
"826","A313JEGCVV2UES:3IXQG4FA2U6PJRZT8CSPGXUN6Z9B9K",1480370344480,10,"f","might_be possible",NA,NA,4,10102,NA
"827","A313JEGCVV2UES:3IXQG4FA2U6PJRZT8CSPGXUN6Z9B9K",1480370362283,11,"c","is likely",6,4,NA,17800,64
"828","A313JEGCVV2UES:3IXQG4FA2U6PJRZT8CSPGXUN6Z9B9K",1480370368993,12,"f","is unlikely",NA,NA,3,6700,NA
"829","A313JEGCVV2UES:3IXQG4FA2U6PJRZT8CSPGXUN6Z9B9K",1480370378522,13,"c","is_certainly possible",6,3,NA,9521,63
"830","A313JEGCVV2UES:3IXQG4FA2U6PJRZT8CSPGXUN6Z9B9K",1480370383854,14,"f","is_certainly unlikely",NA,NA,2,5326,NA
"831","A313JEGCVV2UES:3IXQG4FA2U6PJRZT8CSPGXUN6Z9B9K",1480370392704,15,"c","is_certainly likely",6,5,NA,8841,65
"832","A313JEGCVV2UES:3IXQG4FA2U6PJRZT8CSPGXUN6Z9B9K",1480370400044,16,"f","is_probably possible",NA,NA,4,7337,NA
"833","A313JEGCVV2UES:3IXQG4FA2U6PJRZT8CSPGXUN6Z9B9K",1480370412962,17,"c","is_probably unlikely",6,2,NA,12909,62
"834","A313JEGCVV2UES:3IXQG4FA2U6PJRZT8CSPGXUN6Z9B9K",1480370420376,18,"f","might_be unlikely",NA,NA,4,7405,NA
"835","A313JEGCVV2UES:3IXQG4FA2U6PJRZT8CSPGXUN6Z9B9K",1480370432570,19,"c","is possible",4,2,NA,12190,42
"836","A313JEGCVV2UES:3IXQG4FA2U6PJRZT8CSPGXUN6Z9B9K",1480370437482,20,"f","is_certainly possible",NA,NA,5,4903,NA
"837","A313JEGCVV2UES:3IXQG4FA2U6PJRZT8CSPGXUN6Z9B9K",1480370445538,21,"c","is_probably likely",6,4,NA,8046,64
"838","A313JEGCVV2UES:3IXQG4FA2U6PJRZT8CSPGXUN6Z9B9K",1480370452234,22,"f","might_be likely",NA,NA,5,6692,NA
"839","A313JEGCVV2UES:3IXQG4FA2U6PJRZT8CSPGXUN6Z9B9K",1480370463841,23,"c","might_be unlikely",4,1,NA,11602,41
"840","A313JEGCVV2UES:3IXQG4FA2U6PJRZT8CSPGXUN6Z9B9K",1480370471217,24,"f","is_probably unlikely",NA,NA,4,7371,NA
"841","A36SM7QM8OK3H6:36U2A8VAG275DVBVM1XYEH64223KY2",1480419976908,1,"c","might_be likely",7,3,NA,8568,73
"842","A36SM7QM8OK3H6:36U2A8VAG275DVBVM1XYEH64223KY2",1480419981625,2,"f","is possible",NA,NA,4,4716,NA
"843","A36SM7QM8OK3H6:36U2A8VAG275DVBVM1XYEH64223KY2",1480419988101,3,"c","is_probably possible",10,6,NA,6474,106
"844","A36SM7QM8OK3H6:36U2A8VAG275DVBVM1XYEH64223KY2",1480419994199,4,"f","is_certainly likely",NA,NA,10,6097,NA
"845","A36SM7QM8OK3H6:36U2A8VAG275DVBVM1XYEH64223KY2",1480419999026,5,"c","is_probably likely",8,4,NA,4826,84
"846","A36SM7QM8OK3H6:36U2A8VAG275DVBVM1XYEH64223KY2",1480420004912,6,"f","is_probably unlikely",NA,NA,2,5885,NA
"847","A36SM7QM8OK3H6:36U2A8VAG275DVBVM1XYEH64223KY2",1480420009756,7,"c","is unlikely",8,1,NA,4842,81
"848","A36SM7QM8OK3H6:36U2A8VAG275DVBVM1XYEH64223KY2",1480420014216,8,"f","is_probably possible",NA,NA,3,4459,NA
"849","A36SM7QM8OK3H6:36U2A8VAG275DVBVM1XYEH64223KY2",1480420020656,9,"c","is_probably unlikely",9,2,NA,6438,92
"850","A36SM7QM8OK3H6:36U2A8VAG275DVBVM1XYEH64223KY2",1480420023118,10,"f","is_certainly possible",NA,NA,6,2461,NA
"851","A36SM7QM8OK3H6:36U2A8VAG275DVBVM1XYEH64223KY2",1480420028176,11,"c","might_be possible",10,5,NA,5057,105
"852","A36SM7QM8OK3H6:36U2A8VAG275DVBVM1XYEH64223KY2",1480420031782,12,"f","is likely",NA,NA,8,3603,NA
